edge,centrality
"('cortana', 'pics')",1.0226317256414522e-05
"('cortana', 'businesses')",1.0023063393325002e-05
"('cortana', 'ceo')",9.9688840764408e-06
"('cortana', 'science')",9.617791276305114e-06
"('cortana', 'lesbian')",9.59064903926667e-06
"('cortana', 'asus')",8.311212698976767e-06
"('cortana', 'theverge')",7.82103122087003e-06
"('cortana', 'augmentedreality')",7.735721678838965e-06
"('cortana', 'highered')",7.708254036905457e-06
"('cortana', 'nyc')",7.645323585387413e-06
"('cortana', 'ki')",7.566054569916348e-06
"('cortana', 'notifications')",7.258362734570095e-06
"('cortana', 'cartoon')",6.869983221949034e-06
"('cortana', 'daily')",6.79435076702717e-06
"('cortana', 'wtf')",6.768780268632363e-06
"('cortana', 'useless')",6.521186835332741e-06
"('cortana', 'alexaskill')",6.433886823362222e-06
"('cortana', 'tunein')",6.191154229596264e-06
"('cortana', 'personalassistant')",6.11530755516718e-06
"('cortana', 'mondaymotivation')",6.0181722194600096e-06
"('cortana', 'get')",6.003009795618218e-06
"('cortana', 'digitaltransformation')",5.812800326906381e-06
"('cortana', 'surveillance')",5.638721152790015e-06
"('cortana', 'sms')",5.501930891366138e-06
"('cortana', 'in')",5.364704169330067e-06
"('cortana', 'voicetechnology')",5.2984335930183986e-06
"('cortana', 'heygoogle')",5.0238706314318125e-06
"('cortana', 'lighting')",4.853950565155638e-06
"('cortana', 'london')",4.484436439584068e-06
"('cortana', 'accessories')",4.404535780236642e-06
"('cortana', 'cloud')",4.27903172919611e-06
"('cortana', 'voicexp')",4.196575648053542e-06
"('cortana', 'nlp')",4.158870607523262e-06
"('cortana', 'watson')",3.836644581758584e-06
"('cortana', 'love')",3.8101069013715655e-06
"('cortana', 'ps4')",3.8023617457062775e-06
"('cortana', 'alexaforbusiness')",3.719209140126534e-06
"('cortana', 'xmas')",3.686983474653366e-06
"('cortana', 'porn')",3.4618949949391957e-06
"('cortana', 'research')",3.4399517822968832e-06
"('cortana', 'future')",3.3466193003300697e-06
"('cortana', 'lol')",2.998827088049116e-06
"('cortana', 'awesome')",2.97071920080796e-06
"('cortana', 'movie')",2.921562606414095e-06
"('cortana', 'text')",2.8545525757913894e-06
"('cortana', 'shopping')",2.8146993082348674e-06
"('cortana', 'trends')",2.423813138894854e-06
"('cortana', 'robot')",2.174904090164584e-06
"('cortana', 'wifi')",2.1201342641532355e-06
"('cortana', 'tips')",2.0800017330602433e-06
"('cortana', 'can')",2.0780410241692804e-06
"('cortana', 'online')",1.952868169526344e-06
"('cortana', 'device')",1.7331722112204967e-06
"('cortana', 'you')",1.6842872504120384e-06
"('cortana', 'retail')",1.5916420591639694e-06
"('cortana', 'databreach')",3.2576704259287436e-07
"('cortana', 'reminders')",2.2973359835976325e-07
"('cortana', 'ucaas')",1.4197601682116938e-07
"('cortana', 'insurtech')",9.893563278334596e-08
"('cortana', 'eng')",7.96265889000331e-08
"('cortana', 'nodejs')",4.949060563532701e-08
"('cortana', 'singularity')",2.3543036148752207e-08
"('alexa', 'cortana')",0.0
"('ai', 'cortana')",0.0
"('speaker', 'cortana')",0.0
"('amazon', 'cortana')",0.0
"('siri', 'cortana')",0.0
"('amazonecho', 'cortana')",0.0
"('smarthome', 'cortana')",0.0
"('software', 'cortana')",0.0
"('cortana', 'ml')",0.0
"('cortana', 'cognition')",0.0
"('cortana', 'bots')",0.0
"('cortana', 'dl')",0.0
"('cortana', 'neuralnetwork')",0.0
"('cortana', 'machinelearning')",0.0
"('cortana', 'google')",0.0
"('cortana', 'windows')",0.0
"('cortana', 'android')",0.0
"('cortana', 'best')",0.0
"('cortana', 'apps')",0.0
"('cortana', 'smartassistant')",0.0
"('cortana', 'microsoft')",0.0
"('cortana', 'invoke')",0.0
"('cortana', 'startup')",0.0
"('cortana', 'googlehome')",0.0
"('cortana', 'masterchief')",0.0
"('cortana', 'windows10')",0.0
"('cortana', 'chatbots')",0.0
"('cortana', 'googleassistant')",0.0
"('cortana', 'assistant')",0.0
"('cortana', 'virtualassistant')",0.0
"('cortana', 'digitalmarketing')",0.0
"('cortana', 'home')",0.0
"('cortana', 'tech')",0.0
"('cortana', 'digital')",0.0
"('cortana', 'ios')",0.0
"('cortana', 'bigdata')",0.0
"('cortana', 'news')",0.0
"('cortana', 'amazonalexa')",0.0
"('cortana', 'skype')",0.0
"('cortana', 'facebook')",0.0
"('cortana', 'banks')",0.0
"('cortana', 'customerexperience')",0.0
"('cortana', 'echo')",0.0
"('cortana', 'voiceassistant')",0.0
"('cortana', 'ioe')",0.0
"('cortana', 'iphonex')",0.0
"('cortana', 'chrome')",0.0
"('cortana', 'gdpr')",0.0
"('cortana', 'devices')",0.0
"('cortana', 'speak')",0.0
"('cortana', 'gamer')",0.0
"('cortana', 'xboxone')",0.0
"('cortana', 'office365')",0.0
"('cortana', 'hot')",0.0
"('cortana', 'videos')",0.0
"('cortana', 'philipshue')",0.0
"('cortana', 'microsoftlauncher')",0.0
"('cortana', 'funny')",0.0
"('cortana', 'windowsphone')",0.0
"('cortana', 'mixedreality')",0.0
"('cortana', 'digitalassistants')",0.0
"('cortana', 'harmankardon')",0.0
"('cortana', 'okgoogle')",0.0
"('cortana', 'chat')",0.0
"('cortana', 'productivity')",0.0
"('cortana', 'voicefirst')",0.0
"('cortana', 'a11y')",0.0
"('cortana', 'hack')",0.0
"('cortana', 'cool')",0.0
"('cortana', 'windowsinsiders')",0.0
"('cortana', 'cio')",0.0
"('cortana', 'bing')",0.0
"('cortana', 'skynet')",0.0
"('cortana', 'technology')",0.0
"('cortana', 'banking')",0.0
"('cortana', 'fintech')",0.0
"('cortana', 'artificialintelligence')",0.0
"('cortana', 'vui')",0.0
"('cortana', 'virtualassistants')",0.0
"('cortana', 'artificalintelligence')",0.0
"('cortana', 'humor')",0.0
"('cortana', 'azure')",0.0
"('cortana', 'apple')",0.0
"('cortana', 'workshop')",0.0
"('cortana', 'botframework')",0.0
"('cortana', 'smartspeaker')",0.0
"('cortana', 'learning')",0.0
"('cortana', 'msftadvocate')",0.0
"('cortana', 'powerbi')",0.0
"('cortana', 'bixby')",0.0
"('cortana', 'smartphone')",0.0
"('cortana', 'russia')",0.0
"('cortana', 'app')",0.0
"('cortana', 'xbox')",0.0
"('cortana', 'digitalhealth')",0.0
"('cortana', 'samsung')",0.0
"('cortana', 'women')",0.0
"('cortana', 'personalization')",0.0
"('cortana', 'ecommerce')",0.0
"('cortana', 'business')",0.0
"('cortana', 'csharp')",0.0
"('cortana', 'dynamics365')",0.0
"('cortana', 'mobile')",0.0
"('cortana', 'voicesearch')",0.0
"('cortana', 'datascience')",0.0
"('cortana', 'the')",0.0
"('cortana', 'surfacepro')",0.0
"('cortana', 'iphone')",0.0
"('cortana', 'voicerecognition')",0.0
"('cortana', 'smartspeakers')",0.0
"('cortana', 'homepod')",0.0
"('cortana', 'nfl')",0.0
"('cortana', 'girl')",0.0
"('cortana', 'nude')",0.0
"('cortana', 'sex')",0.0
"('cortana', 'build16215')",0.0
"('cortana', 'fitbit')",0.0
"('cortana', 'videogames')",0.0
"('cortana', 'and')",0.0
"('cortana', 'xxx')",0.0
"('cortana', 'win10')",0.0
"('cortana', 'macos')",0.0
"('cortana', 'fail')",0.0
"('cortana', 'privacy')",0.0
"('cortana', 'canada')",0.0
"('cortana', 'mobileapps')",0.0
"('cortana', 'search')",0.0
"('cortana', 'summary')",0.0
"('cortana', 'automation')",0.0
"('cortana', 'ashes')",0.0
"('cortana', 'blackfriday')",0.0
"('cortana', 'pc')",0.0
"('cortana', 'technews')",0.0
"('cortana', 'game')",0.0
"('cortana', 'laptop')",0.0
"('cortana', 'analytics')",0.0
"('cortana', 'deeplearning')",0.0
"('cortana', 'cognitive')",0.0
"('cortana', 'it')",0.0
"('cortana', 'dating')",0.0
"('cortana', 'how')",0.0
"('cortana', 'phone')",0.0
"('cortana', 'nowplaying')",0.0
"('cortana', 'bungie')",0.0
"('cortana', 'services')",0.0
"('cortana', 'have')",0.0
"('cortana', 'ipad')",0.0
"('cortana', 'googlenow')",0.0
"('cortana', 'cortanaskills')",0.0
"('cortana', 'scottish')",0.0
"('cortana', 'holiday')",0.0
"('cortana', 'cloudcomputing')",0.0
"('cortana', 'seo')",0.0
"('cortana', 'anal')",0.0
"('cortana', 'hard')",0.0
"('cortana', 'smart')",0.0
"('cortana', 'hey')",0.0
"('cortana', 'ux')",0.0
"('cortana', 'homeautomation')",0.0
"('cortana', 'voiceui')",0.0
"('cortana', 'enterprise')",0.0
"('cortana', 'christmas')",0.0
"('cortana', 'crm')",0.0
"('cortana', 'data')",0.0
"('cortana', 'lifx')",0.0
"('cortana', 'infographic')",0.0
"('cortana', 'accessibility')",0.0
"('cortana', 'shazam')",0.0
"('cortana', 'art')",0.0
"('cortana', 'skills')",0.0
"('cortana', 'chatbot')",0.0
"('cortana', 'robots')",0.0
"('cortana', 'ibmwatson')",0.0
"('cortana', 'voice')",0.0
"('cortana', 'digitalassistant')",0.0
"('cortana', 'gmail')",0.0
"('cortana', 'calendar')",0.0
"('cortana', 'feedly')",0.0
"('cortana', 'engadget')",0.0
"('cortana', 'gadgets')",0.0
"('cortana', 'gadgetry')",0.0
"('cortana', 'security')",0.0
"('cortana', 'free')",0.0
"('cortana', 'music')",0.0
"('cortana', 'gear')",0.0
"('cortana', 'skill')",0.0
"('cortana', 'microsoftteams')",0.0
"('cortana', 'netneutrality')",0.0
"('cortana', 'rt')",0.0
"('cortana', 'starwars')",0.0
"('cortana', 'office')",0.0
"('cortana', 'geek')",0.0
"('cortana', 'cosplay')",0.0
"('cortana', 'instagram')",0.0
"('cortana', 'payments')",0.0
"('cortana', 'developer')",0.0
"('cortana', 'model')",0.0
"('cortana', 'python')",0.0
"('cortana', 'sexy')",0.0
"('cortana', 'video')",0.0
"('cortana', 'blockchain')",0.0
"('cortana', 'computer')",0.0
"('cortana', 'design')",0.0
"('cortana', 'ui')",0.0
"('cortana', 'homeassistant')",0.0
"('cortana', 'thursdaythoughts')",0.0
"('cortana', 'xiaomi')",0.0
"('cortana', 'tablet')",0.0
"('cortana', 'halo5')",0.0
"('cortana', 'china')",0.0
"('cortana', 'cat')",0.0
"('cortana', 'av')",0.0
"('cortana', 'with')",0.0
"('cortana', 'hue')",0.0
"('cortana', 'nest')",0.0
"('cortana', 'smartthings')",0.0
"('cortana', 'archive')",0.0
"('cortana', 'thermostat')",0.0
"('cortana', 'investorseurope')",0.0
"('cortana', 'hardware')",0.0
"('cortana', 'ces2018')",0.0
"('cortana', 'gadget')",0.0
"('cortana', 'computers')",0.0
"('cortana', 'dsntech')",0.0
"('cortana', 'internetofthings')",0.0
"('cortana', 'smarthomes')",0.0
"('cortana', 'johnson')",0.0
"('cortana', 'maps')",0.0
"('cortana', 'nlu')",0.0
"('cortana', 'vr')",0.0
"('cortana', 'ar')",0.0
"('cortana', 'spotify')",0.0
"('cortana', 'england')",0.0
"('cortana', 'speakers')",0.0
"('cortana', 'human')",0.0
"('cortana', 'acer')",0.0
"('cortana', 'integration')",0.0
"('cortana', 'googlevoice')",0.0
"('cortana', 'innovation')",0.0
"('cortana', 'podcast')",0.0
"('cortana', 'sales')",0.0
"('cortana', 'tc')",0.0
"('cortana', 'poll')",0.0
"('cortana', 'iosdev')",0.0
"('cortana', 'androiddev')",0.0
"('cortana', 'roku')",0.0
"('cortana', 'superbowl')",0.0
"('cortana', 'pcs')",0.0
"('cortana', 'ces18')",0.0
"('cortana', 'bot')",0.0
"('cortana', 'okaygoogle')",0.0
"('cortana', 'conversation')",0.0
"('cortana', 'virtual')",0.0
"('cortana', 'dataprivacy')",0.0
"('cortana', 'heycortana')",0.0
"('cortana', 'itrtg')",0.0
"('cortana', 'cellphones')",0.0
"('cortana', 'phones')",0.0
"('cortana', 'support')",0.0
"('cortana', 'gaming')",0.0
"('cortana', 'workplace')",0.0
"('cortana', 'cdo')",0.0
"('cortana', 'cx')",0.0
"('cortana', 'chromeos')",0.0
"('cortana', 'me')",0.0
"('cortana', 'teen')",0.0
"('cortana', 'healthcare')",0.0
"('cortana', 'valentinesday')",0.0
"('cortana', 'ifttt')",0.0
"('cortana', 'service')",0.0
"('cortana', 'techtips')",0.0
"('cortana', 'computing')",0.0
"('cortana', 'raspberrypi')",0.0
"('cortana', 'popular')",0.0
"('cortana', 'control4')",0.0
"('cortana', 'show')",0.0
"('cortana', 'slashgear')",0.0
"('cortana', 'lenovo')",0.0
"('cortana', 'update')",0.0
"('cortana', 'howto')",0.0
"('cortana', 'lights')",0.0
"('cortana', 'mac')",0.0
"('cortana', 'blue')",0.0
"('cortana', 'infosec')",0.0
"('cortana', 'hacking')",0.0
"('cortana', 'cybersecurity')",0.0
"('cortana', 'websites')",0.0
"('cortana', 'malware')",0.0
"('cortana', 'internet')",0.0
"('cortana', 'israel')",0.0
"('cortana', 'vulnerability')",0.0
"('cortana', 'translation')",0.0
"('cortana', 'ec18')",0.0
"('cortana', 'throwbackthursday')",0.0
"('cortana', 'gamergirl')",0.0
"('cortana', 'fridayfeeling')",0.0
"('cortana', 'everything')",0.0
"('cortana', 'prescientinfo')",0.0
"('cortana', 'custom')",0.0
"('cortana', 'livestream')",0.0
"('cortana', 'fcc')",0.0
"('cortana', 'rp')",0.0
"('cortana', 'cnn')",0.0
"('cortana', 'eastereggs')",0.0
"('cortana', 'messages')",0.0
"('cortana', 'create')",0.0
"('cortana', 'twitch')",0.0
"('cortana', 'microsoft365')",0.0
"('cortana', 'maythe4thbewithyou')",0.0
"('cortana', 'msbuild')",0.0
"('cortana', 'msbuild2018')",0.0
"('cortana', 'build2018')",0.0
"('cortana', 'uber')",0.0
"('cortana', 'meetings')",0.0
"('cortana', 'demo')",0.0
"('cortana', 'dotnet')",0.0
"('cortana', 'artificial')",0.0
"('cortana', 'googleduplex')",0.0
"('cortana', 'mhealth')",0.0
"('cortana', 'rpa')",0.0
"('cortana', 'memes')",0.0
"('cortana', 'engineering')",0.0
"('cortana', 'conversationalai')",0.0
"('cortana', 'interoperability')",0.0
"('cortana', 'patchtuesday')",0.0
"('cortana', 'dns')",0.0
"('cortana', 'dataprotection')",0.0
"('cortana', 'itsecurity')",0.0
"('cortana', 'feminist')",0.0
"('cortana', 'fifaworldcup2018')",0.0
"('cortana', 'reps')",0.0
"('cortana', 'birthday')",0.0
"('cortana', 'scifi')",0.0
