edges,weight
"('iosdev', 'christmas')",9.0
"('digital', 'aws')",9.0
"('camera', 'hd')",9.0
"('camera', 'show')",9.0
"('business', 'earnings')",9.0
"('business', 'smarthomes')",9.0
"('robot', 'jibo')",9.0
"('privacy', 'hacking')",9.0
"('privacy', 'infosec')",9.0
"('privacy', 'technews')",9.0
"('deals', 'player')",9.0
"('amazonalexa', 'amazonechodot')",9.0
"('amazonalexa', 'jesus')",9.0
"('amazonalexa', 'jesuschrist')",9.0
"('vui', 'av')",9.0
"('vui', 'muse')",9.0
"('vui', 'appliances')",9.0
"('vui', 'television')",9.0
"('vui', 'smartworld')",9.0
"('vui', 'applehomepod')",9.0
"('cx', 'ux')",9.0
"('firestick', 'firetv')",9.0
"('technews', 'techupdates')",9.0
"('digitalmarketing', 'marketing')",9.0
"('security', 'mcafee')",9.0
"('aws', 'python')",9.0
"('berlin', 'meetup')",9.0
"('startups', 'tc')",9.0
"('startups', 'wework')",9.0
"('marketing', 'insurtech')",9.0
"('marketing', 'fintech')",9.0
"('lesbian', 'porn')",9.0
"('redhead', 'bigtits')",9.0
"('porn', 'lingerie')",9.0
"('help', 'trends')",9.0
"('vr', 'games')",9.0
"('vr', 'content')",9.0
"('nest', 'applehomekit')",9.0
"('gadgets', 'audio')",9.0
"('gadgets', 'entertainment')",9.0
"('gadgets', 'gaming')",9.0
"('tablet', 'work')",9.0
"('tablet', 'travel')",9.0
"('tablet', 'movies')",9.0
"('reviews', 'applemusic')",9.0
"('insurtech', 'sales')",9.0
"('insurtech', 'spying')",9.0
"('sales', 'fintech')",9.0
"('fintech', 'faceid')",9.0
"('fintech', 'spying')",9.0
"('funny', 'joke')",9.0
"('mac', 'applewatch')",9.0
"('innovation', 'banking')",9.0
"('innovation', 'research')",9.0
"('voiceui', 'seattle')",9.0
"('retail', 'ads')",9.0
"('audio', 'bluetooth')",9.0
"('sports', 'radio')",9.0
"('lambda', 'awssummit')",9.0
"('lambda', 'polly')",9.0
"('lambda', 'lex')",9.0
"('applemusic', 'airplay')",9.0
"('work', 'display')",9.0
"('blackfriday', 'player')",9.0
"('voiceassistant', 'ioe')",9.0
"('film', 'cinema')",9.0
"('film', 'set')",9.0
"('av', 'entertainment')",9.0
"('investing', 'hear')",9.0
"('car', 'muse')",9.0
"('car', 'cars')",9.0
"('women', 'ces2018')",9.0
"('whoa', 'soundcloud')",9.0
"('skills', 'tc')",9.0
"('applewatch', 'heysiri')",9.0
"('xboxone', 'xbox')",9.0
"('ibm', 'hal9000')",9.0
"('hd', 'offers')",9.0
"('smart', 'compatible')",9.0
"('smart', 'hands')",9.0
"('smart', 'prize')",9.0
"('display', 'hands')",9.0
"('her', 'ass')",9.0
"('her', 'and')",9.0
"('serverless', 'azure')",9.0
"('deeplearning', 'tesla')",9.0
"('hub', 'prime')",9.0
"('hub', 'games')",9.0
"('hub', 'bbc')",9.0
"('bestbuy', 'firetv')",9.0
"('firetv', 'homebot')",9.0
"('content', 'games')",9.0
"('itunes', 'bluetooth')",9.0
"('polly', 'awssummit')",9.0
"('design', 'userexperience')",9.0
"('personalassistant', 'ces2018')",9.0
"('nova', 'hard')",9.0
"('hard', 'big')",9.0
"('fucked', 'big')",9.0
"('productivity', 'leadership')",9.0
"('gamedev', 'skyrim')",9.0
"('yoga', 'lenovo')",9.0
"('uk', 'syria')",9.0
"('cyber', 'cybersecurity')",9.0
"('nsa', 'cia')",9.0
"('snl', 'trumpkimsummit')",9.0
"('smartglasses', 'augmentedreality')",9.0
"('smartglasses', 'ces2018')",9.0
"('streaming', 'twitch')",9.0
"('techupdates', 'christmas')",9.0
"('light', 'lost')",9.0
"('cinematography', 'filmmaking')",9.0
"('enterprise', 'seattle')",9.0
"('webtraffic', 'works')",9.0
"('tc', 'alexaforbusiness')",9.0
"('tc', 'ces2018')",9.0
"('banking', 'faceid')",9.0
"('banking', 'payments')",9.0
"('ces2018', 'teampixel')",9.0
"('ces2018', 'lvmonorail')",9.0
"('hal9000', 'iss')",9.0
"('pc', 'liberal')",9.0
"('pc', 'altleft')",9.0
"('breez', 'justask')",9.0
"('liberal', 'altleft')",9.0
"('stevejobs', 'america')",9.0
"('mhealth', 'wellness')",9.0
"('cortanaskills', 'csharpcon18')",9.0
"('football', 'fifa2018')",9.0
"('hp', 'acer')",9.0
"('netneutrality', 'optoma')",9.0
"('netneutrality', 'projector')",9.0
"('amazonprimeday', 'primeday')",9.0
"('wallstreet', 'jpmorgan')",9.0
"('superbowl52', 'superbowlcommercials')",9.0
"('wwdc18', 'wwdc2018')",9.0
"('echoconnect', 'primeday')",9.0
"('rankbio', 'seocms')",9.0
"('googlescore', 'googlepositions')",9.0
"('alexa', 'voicexp')",8.0
"('alexa', 'smartspeaker')",8.0
"('alexa', 'can')",8.0
"('alexa', 'whatsapp')",8.0
"('alexa', 'blackfriday')",8.0
"('alexa', 'entertainment')",8.0
"('alexa', 'firetv')",8.0
"('alexa', 'bollywood')",8.0
"('alexa', 'bluetooth')",8.0
"('alexa', 'play')",8.0
"('alexa', 'hardware')",8.0
"('alexa', 'bigtits')",8.0
"('alexa', 'atlanta')",8.0
"('alexa', 'television')",8.0
"('alexa', 'truth')",8.0
"('alexa', 'ir')",8.0
"('alexa', 'manners')",8.0
"('alexa', 'belkin')",8.0
"('alexa', 'talk')",8.0
"('alexa', 'please')",8.0
"('alexa', 'glasses')",8.0
"('alexa', 'itrtg')",8.0
"('alexa', 'optoma')",8.0
"('alexa', 'translation')",8.0
"('alexa', 'tip')",8.0
"('alexa', 'nia')",8.0
"('alexa', 'acquisition')",8.0
"('ai', 'avs')",8.0
"('ai', 'consumer')",8.0
"('ai', 'fashion')",8.0
"('ai', 'heysiri')",8.0
"('ai', 'voicecontrol')",8.0
"('ai', 'drones')",8.0
"('ai', 'new')",8.0
"('ai', 'developer')",8.0
"('ai', 'podcast')",8.0
"('ai', 'womenintech')",8.0
"('ai', 'christmas')",8.0
"('ai', 'bollywood')",8.0
"('ai', 'gadget')",8.0
"('ai', 'dynamics365')",8.0
"('ai', 'fmcg')",8.0
"('ai', 'ehealth')",8.0
"('ai', 'speech')",8.0
"('ai', 'socialmedia')",8.0
"('ai', 'feedly')",8.0
"('ai', 'archive')",8.0
"('ai', 'computing')",8.0
"('ai', 'dev')",8.0
"('ai', 'conspiracy')",8.0
"('ai', 'rohitprasad')",8.0
"('ai', 'keynote')",8.0
"('ai', 'fitbit')",8.0
"('ai', 'openvoice')",8.0
"('iot', 'food')",8.0
"('iot', 'voicecontrol')",8.0
"('iot', 'hacked')",8.0
"('iot', 'robotics')",8.0
"('iot', 'okgoogle')",8.0
"('iot', 'digitaltransformation')",8.0
"('iot', 'usa')",8.0
"('iot', 'awssummit')",8.0
"('iot', 'msbuild')",8.0
"('iot', 'smarter')",8.0
"('speaker', 'dot')",8.0
"('speaker', 'home')",8.0
"('speaker', 'perfect')",8.0
"('amazon', 'technology')",8.0
"('amazon', 'smartassistant')",8.0
"('amazon', 'okgoogle')",8.0
"('amazon', 'finance')",8.0
"('amazon', 'prize')",8.0
"('amazon', 'stick')",8.0
"('amazon', 'ia')",8.0
"('amazon', 'germany')",8.0
"('amazon', 'indian')",8.0
"('amazon', 'diy')",8.0
"('amazon', 'gaming')",8.0
"('amazon', 'content')",8.0
"('amazon', 'nowplaying')",8.0
"('amazon', 'bungie')",8.0
"('amazon', 'crm')",8.0
"('amazon', 'smarttv')",8.0
"('amazon', 'rap')",8.0
"('amazon', 'siliconvalley')",8.0
"('amazon', 'alexafail')",8.0
"('amazon', 'bett2018')",8.0
"('amazon', 'cynai')",8.0
"('amazon', 'spot')",8.0
"('amazon', 'best')",8.0
"('amazon', 'sensors')",8.0
"('amazon', 'web')",8.0
"('amazon', 'np')",8.0
"('amazon', 'life')",8.0
"('amazon', 'pandora')",8.0
"('amazon', 'socialcare')",8.0
"('amazon', 'adulting')",8.0
"('amazon', 'handsfree')",8.0
"('amazon', 'case')",8.0
"('siri', 'ge')",8.0
"('siri', 'developers')",8.0
"('siri', 'today')",8.0
"('siri', 'newmusic')",8.0
"('siri', 'aws')",8.0
"('siri', 'alex')",8.0
"('siri', 'support')",8.0
"('siri', 'disruption')",8.0
"('siri', 'translation')",8.0
"('siri', 'game')",8.0
"('siri', 'sirikit')",8.0
"('siri', 'company')",8.0
"('siri', 'webcomics')",8.0
"('siri', 'sundaymorning')",8.0
"('siri', 'rude')",8.0
"('siri', 'bts')",8.0
"('siri', 'rap')",8.0
"('siri', 'party')",8.0
"('siri', 'feminist')",8.0
"('siri', 'english')",8.0
"('siri', 'canada')",8.0
"('siri', 'ifttt')",8.0
"('siri', 'feedly')",8.0
"('siri', 'enterprise')",8.0
"('siri', 'ces18')",8.0
"('siri', 'platform')",8.0
"('siri', 'tc')",8.0
"('siri', 'branding')",8.0
"('siri', 'chromebook')",8.0
"('siri', 'information')",8.0
"('siri', 'code')",8.0
"('siri', 'equality')",8.0
"('siri', 'engineering')",8.0
"('siri', 'berlin')",8.0
"('siri', 'fifaworldcup2018')",8.0
"('amazonecho', 'ecommerce')",8.0
"('amazonecho', 'amazontap')",8.0
"('amazonecho', 'conversationalui')",8.0
"('amazonecho', 'sale')",8.0
"('amazonecho', 'xmas')",8.0
"('amazonecho', 'spreaker')",8.0
"('amazonecho', 'voicetech')",8.0
"('amazonecho', 'assistant')",8.0
"('amazonecho', 'technews')",8.0
"('amazonecho', 'listen')",8.0
"('amazonecho', 'dl')",8.0
"('smarthome', 'avs')",8.0
"('smarthome', 'smartlighting')",8.0
"('smarthome', 'camera')",8.0
"('smarthome', 'walmart')",8.0
"('smarthome', 'smartcities')",8.0
"('smarthome', 'voice')",8.0
"('smarthome', 'gaming')",8.0
"('smarthome', 'firetv')",8.0
"('smarthome', 'investing')",8.0
"('smarthome', 'iotsecurity')",8.0
"('smarthome', 'homebots')",8.0
"('smarthome', 'ethereum')",8.0
"('smarthome', 'blockchain')",8.0
"('software', 'apple')",8.0
"('cortana', 'chrome')",8.0
"('cortana', 'artificalintelligence')",8.0
"('cortana', 'smartspeaker')",8.0
"('cortana', 'nude')",8.0
"('cortana', 'googlenow')",8.0
"('cortana', 'ibmwatson')",8.0
"('cortana', 'music')",8.0
"('cortana', 'video')",8.0
"('cortana', 'thursdaythoughts')",8.0
"('cortana', 'investorseurope')",8.0
"('cortana', 'ar')",8.0
"('cortana', 'spotify')",8.0
"('cortana', 'gaming')",8.0
"('cortana', 'cx')",8.0
"('cortana', 'itsecurity')",8.0
"('cortana', 'feminist')",8.0
"('tech', 'sony')",8.0
"('tech', 'mac')",8.0
"('tech', 'shopping')",8.0
"('tech', 'cio')",8.0
"('tech', 'ads')",8.0
"('tech', 'hardware')",8.0
"('tech', 'hp')",8.0
"('tech', 'dvr')",8.0
"('tech', 'steemit')",8.0
"('tech', 'heyalexa')",8.0
"('tech', 'disruption')",8.0
"('googlehome', 'voiceover')",8.0
"('googlehome', 'voiceshopping')",8.0
"('googlehome', 'conversationalai')",8.0
"('googlehome', 'sdlive')",8.0
"('googlehome', 'creepy')",8.0
"('googlehome', 'aging')",8.0
"('googlehome', 'zwave')",8.0
"('virtualassistant', 'apple')",8.0
"('virtualassistant', 'automation')",8.0
"('virtualassistant', 'business')",8.0
"('virtualassistant', 'chatbots')",8.0
"('virtualassistant', 'fitbit')",8.0
"('virtualassistant', 'virtualassistants')",8.0
"('echo', 'techcrunch')",8.0
"('echo', 'hack')",8.0
"('echo', 'smart')",8.0
"('echo', 'technews')",8.0
"('echo', 'gaming')",8.0
"('echo', 'iheartradio')",8.0
"('echo', 'entertainment')",8.0
"('echo', 'todo')",8.0
"('echo', 'happynewyear')",8.0
"('echo', 'enterprise')",8.0
"('echo', 'ucaas')",8.0
"('echo', 'ces2018')",8.0
"('echo', 'recognition')",8.0
"('echo', 'plug')",8.0
"('echo', 'amazonmusic')",8.0
"('echo', 'culture')",8.0
"('echo', 'breaking')",8.0
"('echo', 'france')",8.0
"('echo', 'ecobee')",8.0
"('echo', 'outlet')",8.0
"('smartphones', 'googleassistant')",8.0
"('smartphones', 'mwc2018')",8.0
"('echolook', 'dot')",8.0
"('echolook', 'primeday')",8.0
"('echoshow', 'technology')",8.0
"('echoshow', 'camera')",8.0
"('echodot', 'spotify')",8.0
"('echodot', 'android')",8.0
"('echodot', 'deals')",8.0
"('echodot', 'google')",8.0
"('echodot', 'shopping')",8.0
"('bixby', 'virtualassistants')",8.0
"('samsung', 'ces2018')",8.0
"('assistant', 'chatbot')",8.0
"('assistant', 'virtual')",8.0
"('healthcare', 'pharmacy')",8.0
"('healthcare', 'hipaa')",8.0
"('healthcare', 'whisfc18')",8.0
"('health', 'news')",8.0
"('news', 'apps')",8.0
"('news', 'privacy')",8.0
"('ml', 'analytics')",8.0
"('ml', 'deeplearning')",8.0
"('ml', 'datascience')",8.0
"('ml', 'singularity')",8.0
"('ml', 'conversation')",8.0
"('bots', 'business')",8.0
"('bots', 'chatbot')",8.0
"('dl', 'datascience')",8.0
"('dl', 'nlp')",8.0
"('dl', 'signlanguage')",8.0
"('dl', 'voicefirst')",8.0
"('machinelearning', 'technology')",8.0
"('machinelearning', 'facebook')",8.0
"('machinelearning', 'stocks')",8.0
"('machinelearning', 'bargain')",8.0
"('machinelearning', 'spying')",8.0
"('autism', 'autismawareness')",8.0
"('autism', 'autismmom')",8.0
"('voicefirst', 'google')",8.0
"('voicefirst', 'ces18')",8.0
"('voicefirst', 'superbowl')",8.0
"('voicefirst', 'vcommerce')",8.0
"('voicefirst', 'charity')",8.0
"('google', 'data')",8.0
"('google', 'bigdata')",8.0
"('google', 'startup')",8.0
"('google', 'homeautomation')",8.0
"('google', 'ecommerce')",8.0
"('google', 'firetv')",8.0
"('google', 'shopping')",8.0
"('google', 'robot')",8.0
"('google', 'huawei')",8.0
"('google', 'sensors')",8.0
"('google', 'cortona')",8.0
"('google', 'disruption')",8.0
"('windows', 'pcs')",8.0
"('android', 'ipad')",8.0
"('android', 'voice')",8.0
"('android', 'voiceassistant')",8.0
"('halo', 'cosplay')",8.0
"('apps', 'gamedev')",8.0
"('apps', 'disney')",8.0
"('apps', 'music')",8.0
"('apps', 'firetv')",8.0
"('apps', 'himss18')",8.0
"('shopping', 'future')",8.0
"('shopping', 'vui')",8.0
"('home', 'automation')",8.0
"('home', 'love')",8.0
"('gear', 'internet')",8.0
"('gear', 'artificialintelligence')",8.0
"('digitalhealth', 'wellness')",8.0
"('talkradio', 'nfl')",8.0
"('voice', 'digitalassistants')",8.0
"('voice', 'innovation')",8.0
"('voice', 'howto')",8.0
"('voice', 'garyvee')",8.0
"('voice', 'alexaskills')",8.0
"('voice', 'voiceassistants')",8.0
"('voice', 'fintech')",8.0
"('voice', 'design')",8.0
"('voice', 'aging')",8.0
"('voice', 'voicestrategy')",8.0
"('tv', 'omgtv')",8.0
"('tv', 'lovers')",8.0
"('hackathon', 'googleassistant')",8.0
"('developer', 'indiedev')",8.0
"('developer', 'apple')",8.0
"('googleassistant', 'voiceassistant')",8.0
"('googleassistant', 'raspberrypi')",8.0
"('googleassistant', 'blog')",8.0
"('googleassistant', 'mobile')",8.0
"('googleassistant', 'googlehomemini')",8.0
"('googleassistant', 'okgoogle')",8.0
"('googleassistant', 'ifttt')",8.0
"('googleassistant', 'javascript')",8.0
"('googleassistant', 'googleduplex')",8.0
"('raspberrypi', 'diy')",8.0
"('ask', 'fitness')",8.0
"('ask', 'weather')",8.0
"('connectedcar', 'muse')",8.0
"('connectedcar', 'robotics')",8.0
"('heygoogle', 'innovation')",8.0
"('howto', 'tricks')",8.0
"('howto', 'windows10')",8.0
"('howto', 'easteregg')",8.0
"('technology', 'innovation')",8.0
"('technology', 'youtube')",8.0
"('technology', 'radio')",8.0
"('technology', 'smartspeakers')",8.0
"('technology', 'singularity')",8.0
"('technology', 'conversation')",8.0
"('automation', 'robot')",8.0
"('future', 'aliens')",8.0
"('future', 'earth')",8.0
"('future', 'alien')",8.0
"('apple', 'geek')",8.0
"('apple', 'love')",8.0
"('apple', 'fun')",8.0
"('apple', 'ces')",8.0
"('apple', 'tc')",8.0
"('apple', 'radio')",8.0
"('apple', 'disruption')",8.0
"('seo', 'web')",8.0
"('healthit', 'hipaa')",8.0
"('lol', 'haha')",8.0
"('lol', 'memes')",8.0
"('iphone', 'iphonex')",8.0
"('iphone', 'phone')",8.0
"('iphone', 'perfect')",8.0
"('microsoft', 'skills')",8.0
"('microsoft', 'vui')",8.0
"('microsoft', 'thermostat')",8.0
"('microsoft', 'investorseurope')",8.0
"('microsoft', 'gadget')",8.0
"('microsoft', 'teams')",8.0
"('homepod', 'speakers')",8.0
"('homepod', 'itrtg')",8.0
"('homepod', 'ios11')",8.0
"('homepod', 'tc')",8.0
"('homepod', 'video')",8.0
"('homepod', 'shazam')",8.0
"('homepod', 'assistants')",8.0
"('spotify', 'hardware')",8.0
"('homeautomation', 'arduino')",8.0
"('app', 'indiedev')",8.0
"('bigdata', 'skill')",8.0
"('bigdata', 'infographic')",8.0
"('win', 'movies')",8.0
"('sonos', 'smartspeaker')",8.0
"('sonos', 'hardware')",8.0
"('sonos', 'wifi')",8.0
"('ecommerce', 'wholefoods')",8.0
"('ecommerce', 'ads')",8.0
"('ecommerce', 'vcommerce')",8.0
"('ecommerce', 'payment')",8.0
"('kids', 'children')",8.0
"('artificialintelligence', 'internet')",8.0
"('artificialintelligence', 'superbowl')",8.0
"('robotics', 'ar')",8.0
"('ios', 'gadget')",8.0
"('ios', 'archive')",8.0
"('podcast', 'itunes')",8.0
"('music', 'gamedev')",8.0
"('music', 'disney')",8.0
"('music', 'live')",8.0
"('music', 'perfect')",8.0
"('wifi', 'vui')",8.0
"('video', 'funny')",8.0
"('fire', 'review')",8.0
"('fire', 'travel')",8.0
"('fire', 'tuesdaythoughts')",8.0
"('iosdev', 'optoma')",8.0
"('iosdev', 'projector')",8.0
"('finance', 'fintech')",8.0
"('alexaskills', 'alexadev')",8.0
"('alexaskills', 'alexadevs')",8.0
"('alexaskills', 'vui')",8.0
"('amazonprime', 'works')",8.0
"('digital', 'digitaltransformation')",8.0
"('camera', 'work')",8.0
"('camera', 'cinema')",8.0
"('camera', 'cinematography')",8.0
"('camera', 'set')",8.0
"('business', 'work')",8.0
"('business', 'jeffbezos')",8.0
"('business', 'digitaltransformation')",8.0
"('robot', 'facebook')",8.0
"('advertising', 'insurtech')",8.0
"('advertising', 'fintech')",8.0
"('arri', 'work')",8.0
"('privacy', 'surveillance')",8.0
"('privacy', 'hacked')",8.0
"('sale', 'tablet')",8.0
"('deals', 'design')",8.0
"('deals', 'entrepreneur')",8.0
"('ipad', 'tablet')",8.0
"('ipad', 'movies')",8.0
"('asr', 'vui')",8.0
"('amazonalexa', 'mwc2018')",8.0
"('amazonalexa', 'cartoon')",8.0
"('amazonalexa', 'podbean')",8.0
"('amazonalexa', 'payment')",8.0
"('vui', 'audio')",8.0
"('vui', 'cooking')",8.0
"('vui', 'wearables')",8.0
"('vui', 'security')",8.0
"('vui', 'payments')",8.0
"('vui', 'fintech')",8.0
"('vui', 'voice18')",8.0
"('vui', 'pcs')",8.0
"('vui', 'primeday')",8.0
"('data', 'voicerecognition')",8.0
"('echoplus', 'philipshue')",8.0
"('firestick', 'customer')",8.0
"('firestick', 'accessibility')",8.0
"('technews', 'robots')",8.0
"('digitalmarketing', 'realestate')",8.0
"('security', 'it')",8.0
"('security', 'hd')",8.0
"('security', 'show')",8.0
"('aws', 'bangalore')",8.0
"('aws', 'cloudcomputing')",8.0
"('aws', 'wholefoods')",8.0
"('wtf', 'culture')",8.0
"('startups', 'enterprise')",8.0
"('millennials', 'adult')",8.0
"('spreaker', 'radio')",8.0
"('indiedev', 'london')",8.0
"('indiedev', 'amazonappsummit')",8.0
"('indiedev', 'firetv')",8.0
"('marketing', 'commerce')",8.0
"('marketing', 'virtualassistants')",8.0
"('ad', 'cardib')",8.0
"('nest', 'ring')",8.0
"('tablet', 'handsfree')",8.0
"('tablet', 'amazonfire')",8.0
"('tablet', 'case')",8.0
"('tablet', 'firetv')",8.0
"('review', 'kindle')",8.0
"('skill', 'banking')",8.0
"('insurtech', 'insurance')",8.0
"('insurtech', 'brands')",8.0
"('fintech', 'brands')",8.0
"('innovation', 'ces')",8.0
"('innovation', 'singularity')",8.0
"('innovation', 'conversation')",8.0
"('blockchain', 'rfid')",8.0
"('retail', 'glasses')",8.0
"('retail', 'ces18')",8.0
"('retail', 'ces')",8.0
"('retail', 'voiceassistant')",8.0
"('retail', 'omnichannel')",8.0
"('infosec', 'hackers')",8.0
"('infosec', 'itsecurity')",8.0
"('disney', 'gamedev')",8.0
"('work', 'alexamini')",8.0
"('work', 'cinema')",8.0
"('work', 'cinematography')",8.0
"('work', 'film')",8.0
"('work', 'set')",8.0
"('voiceassistant', 'omnichannel')",8.0
"('film', 'filmmaking')",8.0
"('film', 'alexamini')",8.0
"('ux', 'voicerecognition')",8.0
"('devices', 'offer')",8.0
"('entertainment', 'games')",8.0
"('smarthomes', 'ces2018')",8.0
"('gaming', 'xbox')",8.0
"('dev', 'homebot')",8.0
"('women', 'datascience')",8.0
"('trump', 'maga')",8.0
"('skills', 'games')",8.0
"('skills', 'storyline')",8.0
"('alexamini', 'cinematography')",8.0
"('alexamini', 'set')",8.0
"('kindle', 'amazonfire')",8.0
"('kindle', 'audible')",8.0
"('hd', 'firetv')",8.0
"('smart', 'led')",8.0
"('display', 'primeday')",8.0
"('smartspeakers', 'homebot')",8.0
"('serverless', 'golang')",8.0
"('like', 'follow')",8.0
"('facetime', 'ios12')",8.0
"('robots', 'cybersecurity')",8.0
"('firetv', 'customer')",8.0
"('firetv', 'accessibility')",8.0
"('you', 'have')",8.0
"('stick', 'case')",8.0
"('bollywood', 'askalexa')",8.0
"('googlehomemini', 'thankyou')",8.0
"('googlehomemini', 'lasvegas')",8.0
"('googlehomemini', 'iheart')",8.0
"('conversationalai', 'openvoice')",8.0
"('design', 'entrepreneur')",8.0
"('itrtg', 'technologynews')",8.0
"('accessibility', 'customer')",8.0
"('cars', 'muse')",8.0
"('uk', 'bargain')",8.0
"('dataprivacy', 'dataprotection')",8.0
"('dataprivacy', 'databreach')",8.0
"('heysiri', 'worldcup')",8.0
"('investorseurope', 'anker')",8.0
"('conversation', 'singularity')",8.0
"('datascience', 'cloudcomputing')",8.0
