edges,weight
"('beautiful', 'girl')",2.0
"('beautiful', 'blonde')",2.0
"('beautiful', 'sweet')",2.0
"('appletv', 'roku')",2.0
"('ia', 'banking')",2.0
"('ia', 'thewebconf')",2.0
"('skynet', 'comic')",2.0
"('garyvee', 'internet')",2.0
"('applenews', 'event')",2.0
"('applenews', 'phishing')",2.0
"('follow', 'christmas')",2.0
"('follow', 'morning')",2.0
"('follow', 'chance')",2.0
"('follow', 'girl')",2.0
"('follow', 'model')",2.0
"('follow', 'vault')",2.0
"('comment', 'christmas')",2.0
"('comment', 'morning')",2.0
"('comment', 'chance')",2.0
"('cinematography', 'movies')",2.0
"('game', 'donaldtrump')",2.0
"('chung', 'collection')",2.0
"('perfect', 'cock')",2.0
"('yogi', 'healthyliving')",2.0
"('voiceinterface', 'amzn')",2.0
"('enterprise', 'tc')",2.0
"('enterprise', 'omnichannel')",2.0
"('cute', 'videogames')",2.0
"('cute', 'sweet')",2.0
"('conversations', 'recording')",2.0
"('have', 'xxx')",2.0
"('have', 'girl')",2.0
"('remote', 'guide')",2.0
"('remote', 'wow')",2.0
"('remote', 'smarter')",2.0
"('remote', 'cube')",2.0
"('3dprinting', 'laptops')",2.0
"('3dprinting', 'cellphone')",2.0
"('winning', 'patriots')",2.0
"('english', 'hindi')",2.0
"('english', 'friends')",2.0
"('party', 'germany')",2.0
"('party', 'babe')",2.0
"('germany', 'russia')",2.0
"('techtrends', 'ces2018')",2.0
"('speech', 'thankyou')",2.0
"('speech', 'alexafail')",2.0
"('appstore', 'roku')",2.0
"('appstore', 'ios12')",2.0
"('dating', 'girl')",2.0
"('voiceassistants', 'xplan')",2.0
"('voiceassistants', 'ces')",2.0
"('voiceassistants', 'laugh')",2.0
"('voiceassistants', 'sundaymorning')",2.0
"('voiceassistants', 'digitaltransformation')",2.0
"('voiceassistants', 'lego')",2.0
"('voiceassistants', 'truth')",2.0
"('anal', 'handjob')",2.0
"('super', 'dad')",2.0
"('super', 'superbowl')",2.0
"('dad', 'queen')",2.0
"('money', 'art')",2.0
"('money', 'instagram')",2.0
"('money', 'texas')",2.0
"('money', 'online')",2.0
"('money', 'pussy')",2.0
"('ass', 'blonde')",2.0
"('ass', 'bliss')",2.0
"('alexadevs', 'ces2018')",2.0
"('alexadevs', 'awssummit')",2.0
"('bitcoin', 'cryptos')",2.0
"('bitcoin', 'computing')",2.0
"('bitcoin', 'tips')",2.0
"('house', 'lights')",2.0
"('augmentedreality', 'superbowl')",2.0
"('augmentedreality', 'ios12')",2.0
"('thankyou', 'atlanta')",2.0
"('thankyou', 'alexafail')",2.0
"('thankyou', 'recognition')",2.0
"('drupal', 'cooking')",2.0
"('amazonfire', 'discount')",2.0
"('virtualassistants', 'xplan')",2.0
"('virtualassistants', 'social')",2.0
"('virtualassistants', 'hipaa')",2.0
"('voiceshopping', 'conversationalcommerce')",2.0
"('artificalintelligence', 'smartassistants')",2.0
"('market', 'alexaforbusiness')",2.0
"('nlp', 'canada')",2.0
"('nlp', 'userexperience')",2.0
"('nlp', 'laughing')",2.0
"('nlp', 'bot')",2.0
"('huawei', 'usa')",2.0
"('mate', 'usa')",2.0
"('bot', 'cia')",2.0
"('bot', 'releasethememo')",2.0
"('bot', 'spying')",2.0
"('bot', 'azure')",2.0
"('nodejs', 'salesforce')",2.0
"('primemusic', 'canada')",2.0
"('primemusic', 'rohitprasad')",2.0
"('azure', 'science')",2.0
"('azure', 'cognitive')",2.0
"('azure', 'botframework')",2.0
"('blonde', 'gets')",2.0
"('blonde', 'pussy')",2.0
"('blonde', 'nsfw')",2.0
"('nude', 'blue')",2.0
"('nude', 'model')",2.0
"('job', 'world')",2.0
"('tutorial', 'learn')",2.0
"('ghost', 'bungie')",2.0
"('holidays', 'christmas')",2.0
"('holidays', 'summer')",2.0
"('canada', 'rohitprasad')",2.0
"('canada', 'echospot')",2.0
"('canada', 'government')",2.0
"('ces2018', 'lg')",2.0
"('ces2018', 'iphones')",2.0
"('ces2018', 'thermometer')",2.0
"('ces2018', 'roku')",2.0
"('ces2018', 'hp')",2.0
"('ces2018', 'human')",2.0
"('ces2018', 'sound')",2.0
"('ces2018', 'thexfiles')",2.0
"('ces2018', 'instagram')",2.0
"('entrepreneurs', 'founder')",2.0
"('gb', 'canary')",2.0
"('gb', 'fire7')",2.0
"('gb', 'echoconnect')",2.0
"('hardcore', 'naturaltits')",2.0
"('harrypotter', 'hp')",2.0
"('harrypotter', 'nsfw')",2.0
"('harrypotter', 'laughter')",2.0
"('christmas', 'morning')",2.0
"('christmas', 'brexit')",2.0
"('christmas', 'family')",2.0
"('christmas', 'merrychristmas')",2.0
"('christmas', 'goodmorning')",2.0
"('christmas', 'iosapp')",2.0
"('christmas', 'donaldtrump')",2.0
"('online', 'plug')",2.0
"('online', 'of')",2.0
"('online', 'rankbio')",2.0
"('computing', 'asus')",2.0
"('computing', 'users')",2.0
"('computing', 'smarter')",2.0
"('computing', 'set')",2.0
"('computing', 'cloudcomputing')",2.0
"('roku', 'blackfridaydeals')",2.0
"('roku', 'lg')",2.0
"('logitech', 'muse')",2.0
"('tgif', 'superbowl')",2.0
"('tgif', 'learn')",2.0
"('world', 'usa')",2.0
"('awesome', 'woman')",2.0
"('awesome', 'wrestling')",2.0
"('awesome', 'sound')",2.0
"('commerce', 'conversationalcommerce')",2.0
"('russia', 'usa')",2.0
"('russia', 'maga')",2.0
"('russia', 'strzok')",2.0
"('russia', 'tradewar')",2.0
"('russia', 'northkorea')",2.0
"('mother', 'pornstar')",2.0
"('save', 'blackfridaydeals')",2.0
"('save', 'meeting')",2.0
"('save', 'echospot')",2.0
"('television', 'hulu')",2.0
"('television', 'bestseller')",2.0
"('xxx', 'pornstar')",2.0
"('xxx', 'pov')",2.0
"('savage', 'omg')",2.0
"('jeopardy', 'throwbackthursday')",2.0
"('cognitive', 'science')",2.0
"('cognitive', 'hotels')",2.0
"('amazonmusic', 'jazz')",2.0
"('amazonmusic', 'techtips')",2.0
"('newtech', 'lights')",2.0
"('technologies', 'repost')",2.0
"('lights', 'applehomekit')",2.0
"('lights', 'echoconnect')",2.0
"('lights', 'primeday')",2.0
"('accessories', 'outlet')",2.0
"('accessories', 'compatible')",2.0
"('accessories', 'plug')",2.0
"('truth', 'jesuschrist')",2.0
"('connected', 'omg')",2.0
"('voiceactivation', 'conspiracy')",2.0
"('scifi', 'books')",2.0
"('scifi', 'science')",2.0
"('auto', 'command')",2.0
"('amazontap', 'echospot')",2.0
"('works', 'model')",2.0
"('works', 'led')",2.0
"('works', 'cloudcam')",2.0
"('works', 'echoconnect')",2.0
"('xbox', 'ps4')",2.0
"('xbox', 'halo5')",2.0
"('xbox', 'videogames')",2.0
"('xbox', 'fortnite')",2.0
"('raw', 'wrestlemania')",2.0
"('raw', 'mitb')",2.0
"('guide', 'essential')",2.0
"('guide', 'optimize')",2.0
"('cloudcam', 'cameras')",2.0
"('cloudcam', 'compatible')",2.0
"('cloudcam', '1080p')",2.0
"('cloudcam', 'primeday')",2.0
"('rude', 'children')",2.0
"('rude', 'speaking')",2.0
"('goodmorning', 'alarm')",2.0
"('goodmorning', 'filmmaking')",2.0
"('queen', 'blowjob')",2.0
"('led', 'model')",2.0
"('digitaltransformation', 'lego')",2.0
"('digitaltransformation', 'hotels')",2.0
"('digitaltransformation', 'iiot')",2.0
"('insurance', 'insights')",2.0
"('insurance', 'rankbio')",2.0
"('deebot', 'power')",2.0
"('php', 'csharp')",2.0
"('php', 'esp32')",2.0
"('php', 'internet')",2.0
"('listening', 'internet')",2.0
"('designthinking', 'userexperience')",2.0
"('xmas', 'gift')",2.0
"('xmas', 'ootd')",2.0
"('xmas', 'gifts')",2.0
"('xmas', 'donaldtrump')",2.0
"('internet', 'cnn')",2.0
"('internet', 'touchscreen')",2.0
"('internet', 'china')",2.0
"('instagram', 'lasvegas')",2.0
"('instagram', 'ces')",2.0
"('instagram', 'art')",2.0
"('instagram', 'texas')",2.0
"('smartcar', 'lexus')",2.0
"('art', 'webcomic')",2.0
"('art', 'comic')",2.0
"('art', 'comics')",2.0
"('art', 'texas')",2.0
"('cia', 'spying')",2.0
"('b2b', 'monetization')",2.0
"('tips', 'rankbio')",2.0
"('tips', 'optimize')",2.0
"('navigation', 'cam')",2.0
"('tunein', 'live')",2.0
"('tunein', 'sunday')",2.0
"('babe', 'lingerie')",2.0
"('babe', 'pussy')",2.0
"('babe', 'candy')",2.0
"('boobs', 'sm')",2.0
"('boobs', 'pornstar')",2.0
"('ces', 'lg')",2.0
"('ces', 'founder')",2.0
"('ces', 'moen')",2.0
"('ces', 'smartassistants')",2.0
"('ces', 'communication')",2.0
"('ces', 'selfdrivingcars')",2.0
"('ces18', 'lasvegas')",2.0
"('ces18', 'lexus')",2.0
"('ces18', 'toyota')",2.0
"('musicvideos', 'commercial')",2.0
"('digitalcinema', 'commercial')",2.0
"('wednesdaywisdom', 'inspiration')",2.0
"('translation', 'userexperience')",2.0
"('translation', 'integration')",2.0
"('beauty', 'spanish')",2.0
"('hr', 'employeeexperience')",2.0
"('workplace', 'meeting')",2.0
"('donaldtrump', 'gifts')",2.0
"('workflow', 'monday')",2.0
"('workflow', 'maga')",2.0
"('workflow', 'wwdc18')",2.0
"('workflow', 'shortcuts')",2.0
"('wow', 'lost')",2.0
"('wow', 'smarter')",2.0
"('wrestling', 'woman')",2.0
"('dyk', 'followfriday')",2.0
"('dyk', 'beta')",2.0
"('pussy', 'adult')",2.0
"('terminator', 'alexalaughing')",2.0
"('backlinks', 'currenttraffic')",2.0
"('backlinks', 'affordableseo')",2.0
"('backlinks', 'googlepage')",2.0
"('backlinks', 'checkrank')",2.0
"('backlinks', 'bestseo')",2.0
"('backlinks', 'insights')",2.0
"('backlinks', 'organicseo')",2.0
"('backlinks', 'keywordranking')",2.0
"('backlinks', 'mobileseo')",2.0
"('backlinks', 'googlelisting')",2.0
"('backlinks', 'optimize')",2.0
"('live', 'bank')",2.0
"('live', 'demo')",2.0
"('live', 'eurovision')",2.0
"('reinvent2017', 'wework')",2.0
"('usa', 'america')",2.0
"('usa', 'spying')",2.0
"('usa', 'government')",2.0
"('imacpro', 'macbook')",2.0
"('fitbit', 'amazonprimeday')",2.0
"('imac', 'hey')",2.0
"('imac', 'macbook')",2.0
"('videogames', 'bungie')",2.0
"('videogames', 'activision')",2.0
"('hal9000', '2001aspaceodyssey')",2.0
"('hal9000', 'space')",2.0
"('hal9000', 'parody')",2.0
"('sunday', 'superbowl')",2.0
"('sunday', 'onairnow')",2.0
"('patriots', 'superbowl')",2.0
"('patriots', 'superbowl52')",2.0
"('patriots', 'philadelphiaeagles')",2.0
"('patriots', 'superbowlsunday')",2.0
"('siriusxm', 'echospot')",2.0
"('siriusxm', 'wallstreet')",2.0
"('siriusxm', 'stocks')",2.0
"('flyeaglesfly', 'superbowllll')",2.0
"('flyeaglesfly', 'football')",2.0
"('users', 'notifications')",2.0
"('users', 'messages')",2.0
"('users', 'report')",2.0
"('users', 'laughter')",2.0
"('bts', 'commercial')",2.0
"('tricks', 'primeday')",2.0
"('momlife', 'alexafail')",2.0
"('momlife', 'adulting')",2.0
"('monday', 'maga')",2.0
"('eavesdropping', 'vulnerability')",2.0
"('naturaltits', 'busty')",2.0
"('blackfridaydeals', 'amazonfiretv')",2.0
"('books', 'children')",2.0
"('amzn', 'earnings')",2.0
"('friends', 'pay')",2.0
"('funnyvideos', 'cardib')",2.0
"('cellphone', 'spying')",2.0
"('blowjob', 'professional')",2.0
"('ashes', 'eng')",2.0
"('ashes', 'england')",2.0
"('wemo', 'smartplug')",2.0
"('wemo', 'primeday')",2.0
"('uxdesign', 'branding')",2.0
"('eng', 'worldcup2018')",2.0
"('santa', 'gift')",2.0
"('discount', 'awssummit')",2.0
"('westworld', 'sb52')",2.0
"('commercial', 'filmmaking')",2.0
"('commercial', 'superbowl2018')",2.0
"('commercial', 'maurizioghiotti')",2.0
"('2ndcityapp', 'tuneinradioapp')",2.0
"('branding', 'cpg')",2.0
"('branding', 'speaking')",2.0
"('branding', 'leadership')",2.0
"('sensors', 'water')",2.0
"('gift', 'present')",2.0
"('sjw', 'maga')",2.0
"('spyware', 'altleft')",2.0
"('maga', 'jeffbezos')",2.0
"('maga', 'fbi')",2.0
"('model', 'candy')",2.0
"('wework', 'meetup')",2.0
"('wework', 'wednesday')",2.0
"('jeffbezos', 'superbowlcommercials')",2.0
"('alexafail', 'recognition')",2.0
"('fakenews', 'blackhistory')",2.0
"('china', 'northkorea')",2.0
"('conference', 'spain')",2.0
"('earrings', 'set')",2.0
"('set', 'custom')",2.0
"('set', 'smarter')",2.0
"('bungie', 'destiny2')",2.0
"('qanon', 'chemtrails')",2.0
"('ranks', 'of')",2.0
"('ranks', 'rankbio')",2.0
"('ranks', 'freeseo')",2.0
"('ranks', 'googleposition')",2.0
"('ranks', 'googleseo')",2.0
"('ranks', 'checkrank')",2.0
"('ranks', 'improve')",2.0
"('ranks', 'affordableseo')",2.0
"('ranks', 'ads')",2.0
"('recording', 'dvr')",2.0
"('singularity', 'alexalaughing')",2.0
"('smarter', 'custom')",2.0
"('fire7', 'winner')",2.0
"('fire7', 'special')",2.0
"('fire7', 'case')",2.0
"('fire7', 'primeday')",2.0
"('opinion', 'children')",2.0
"('opinion', 'lego')",2.0
"('bestseller', 'hulu')",2.0
"('heyalexa', 'hal')",2.0
"('nsfw', 'bigboobs')",2.0
"('nsfw', 'pov')",2.0
"('eaglesnation', 'superbowllii')",2.0
"('eaglesnation', 'superbowl')",2.0
"('stocks', 'wallstreet')",2.0
"('beta', 'ios12')",2.0
"('beta', 'shortcuts')",2.0
"('alexaforbusiness', 'meeting')",2.0
"('scottish', 'accents')",2.0
"('scottish', 'language')",2.0
"('ibmwatson', 'sblii')",2.0
"('listen', 'spying')",2.0
"('ring', 'acquisition')",2.0
"('ring', 'motiv')",2.0
"('aliens', 'space')",2.0
"('meeting', 'avtweeps')",2.0
"('echospot', 'spot')",2.0
"('fight', 'lasvegas')",2.0
"('fight', 'communication')",2.0
"('hosting', 'voice18')",2.0
"('wearabletech', 'smartassistants')",2.0
"('smartassistants', 'fashiontech')",2.0
"('dnd', 'be3')",2.0
"('blue', 'offers')",2.0
"('plug', 'echoconnect')",2.0
"('special', '7delaan')",2.0
"('special', 'echoconnect')",2.0
"('special', 'primeday')",2.0
"('language', 'superbowl')",2.0
"('language', 'artificialinteligence')",2.0
"('language', 'scotland')",2.0
"('wearable', 'smartwatches')",2.0
"('tip', 'rankbio')",2.0
"('rickross', 'oscars')",2.0
"('children', 'speaking')",2.0
"('tuneinradioapp', 'iheartradio')",2.0
"('eagles', 'philadelphiaeagles')",2.0
"('eagles', 'superbowl2018')",2.0
"('build', 'storyline')",2.0
"('founder', 'vuzix')",2.0
"('airplay', 'ceo')",2.0
"('offers', '1080p')",2.0
"('handjob', 'busty')",2.0
"('experience', 'lennar')",2.0
"('hp', 'pcs')",2.0
"('custom', 'chips')",2.0
"('ads', 'superbowllii')",2.0
"('ads', 'superbowlcommercials')",2.0
"('ads', 'optimization')",2.0
"('ads', 'keywordranking')",2.0
"('ads', 'freeseo')",2.0
"('ads', 'earning')",2.0
"('ads', 'checktraffic')",2.0
"('ads', 'googlescore')",2.0
"('ads', 'currenttraffic')",2.0
"('ads', 'buyseo')",2.0
"('1080p', 'compatible')",2.0
"('lssc', 'wallstreet')",2.0
"('scotland', 'accents')",2.0
"('sandiego', 'california')",2.0
"('amazonprimeday', 'lexus')",2.0
"('amazonprimeday', 'cam')",2.0
"('amazonprimeday', 'primeday2018')",2.0
"('messages', 'share')",2.0
"('commercials', 'superbowllii')",2.0
"('commercials', 'superbowl52')",2.0
"('commercials', 'cardib')",2.0
"('improve', 'buyseo')",2.0
"('improve', 'googlepagerank')",2.0
"('improve', 'googleranking')",2.0
"('saturdaymorning', 'oscars')",2.0
"('googleranking', 'earning')",2.0
"('googleranking', 'pagespeed')",2.0
"('googleranking', 'googleseo')",2.0
"('googleranking', 'checktraffic')",2.0
"('googleranking', 'freetraffic')",2.0
"('spain', 'primeday')",2.0
"('consumers', 'datascientist')",2.0
"('consumers', 'vuzix')",2.0
"('anker', 'primeday')",2.0
"('bathroom', 'moen')",2.0
"('fbi', 'spygate')",2.0
"('asus', 'pcs')",2.0
"('sblii', 'sb52')",2.0
"('sblii', 'superbowl52')",2.0
"('sblii', 'superbowl2018')",2.0
"('sblii', 'superbowlcommercial')",2.0
"('sblii', 'superbowlads2018')",2.0
"('optimization', 'buyseo')",2.0
"('optimization', 'currenttraffic')",2.0
"('superbowl', 'gordonramsay')",2.0
"('superbowl', 'superbowlsunday')",2.0
"('superbowl', 'smarthacks')",2.0
"('superbowl', 'superbowlcommercial')",2.0
"('superbowl', 'sb52')",2.0
"('dotnet', 'techontoast')",2.0
"('releasethememo', 'spying')",2.0
"('superbowl52', 'superbowl2018')",2.0
"('superbowl52', 'superbowlcommercial')",2.0
"('philadelphiaeagles', 'superbowllii')",2.0
"('philadelphiaeagles', 'superbowl2018')",2.0
"('philadelphiaeagles', 'superbowlsunday')",2.0
"('himss18', 'jpmorgan')",2.0
"('oscars', 'ericdavis')",2.0
"('oscars', 'hopehicks')",2.0
"('superbowllii', 'anthonyhopkins')",2.0
"('superbowl2018', 'superbowlcommercial')",2.0
"('superbowl2018', 'anthonyhopkins')",2.0
"('arkit', 'wwdc18')",2.0
"('arkit', 'wwdc2018')",2.0
"('superbowlads', 'superbowlcommercial')",2.0
"('superbowlads', 'superbowlcommercials')",2.0
"('superbowlcommercial', 'cardib')",2.0
"('superbowlcommercial', 'superbowlcommercials')",2.0
"('superbowlcommercial', 'anthonyhopkins')",2.0
"('superbowlcommercial', 'superbowlsunday')",2.0
"('france', 'northkorea')",2.0
"('gordonramsay', 'anthonyhopkins')",2.0
"('gordonramsay', 'superbowlcommercials')",2.0
"('earnings', 'pagespeed')",2.0
"('earnings', 'googlepositions')",2.0
"('earnings', 'insights')",2.0
"('earning', 'freetraffic')",2.0
"('earning', 'googlescore')",2.0
"('earning', 'freeseo')",2.0
"('earning', 'engineoptimization')",2.0
"('earning', 'insight')",2.0
"('earning', 'googlepositions')",2.0
"('earning', 'buyseo')",2.0
"('earning', 'optimize')",2.0
"('outlet', 'echoconnect')",2.0
"('wwdc18', 'event')",2.0
"('googleio', 'awssummit')",2.0
"('insights', 'bestseo')",2.0
"('insights', 'cheapseo')",2.0
"('insights', 'googleposition')",2.0
"('insights', 'expertseo')",2.0
"('insights', 'seocms')",2.0
"('alexalaugh', 'alexaislaughing')",2.0
"('northkorea', 'tradewar')",2.0
"('freeseo', 'currenttraffic')",2.0
"('freeseo', 'googlepagerank')",2.0
"('freeseo', 'googlecheck')",2.0
"('freeseo', 'learnseo')",2.0
"('freeseo', 'rankchecker')",2.0
"('keywordranking', 'googlelisting')",2.0
"('keywordranking', 'learnseo')",2.0
"('keywordranking', 'affordableseo')",2.0
"('keywordranking', 'expertseo')",2.0
"('rankbio', 'internetoptimizer')",2.0
"('rankbio', 'googlepagerank')",2.0
"('rankbio', 'bestseo')",2.0
"('rankbio', 'optimize')",2.0
"('rankbio', 'organicseo')",2.0
"('engineoptimization', 'freetraffic')",2.0
"('googlerating', 'currenttraffic')",2.0
"('currenttraffic', 'mobileseo')",2.0
"('cheapseo', 'internetoptimizer')",2.0
"('cheapseo', 'googlelisting')",2.0
"('cheapseo', 'checktraffic')",2.0
"('internetoptimizer', 'affordableseo')",2.0
"('internetoptimizer', 'googlepositions')",2.0
"('internetoptimizer', 'googlescore')",2.0
"('buyseo', 'freetraffic')",2.0
"('buyseo', 'googleseo')",2.0
"('buyseo', 'expertseo')",2.0
"('buyseo', 'googleposition')",2.0
"('freetraffic', 'googlescore')",2.0
"('freetraffic', 'googleposition')",2.0
"('googlescore', 'seocms')",2.0
"('affordableseo', 'organicseo')",2.0
"('affordableseo', 'rankchecker')",2.0
"('pagespeed', 'mobileseo')",2.0
"('pagespeed', 'googlecheck')",2.0
"('seocms', 'buildinglink')",2.0
"('seocms', 'checktraffic')",2.0
"('rankchecker', 'optimize')",2.0
"('googlepage', 'insight')",2.0
"('googlepage', 'checkrank')",2.0
"('learnseo', 'mobileseo')",2.0
"('learnseo', 'googlepositions')",2.0
"('goodseo', 'googlecheck')",2.0
"('goodseo', 'googlelisting')",2.0
"('googleposition', 'buildinglink')",2.0
"('buildinglink', 'insight')",2.0
"('buildinglink', 'organicseo')",2.0
"('googlelisting', 'checktraffic')",2.0
"('googlelisting', 'googleseo')",2.0
"('googlepositions', 'googlecheck')",2.0
"('bestseo', 'checkrank')",2.0
"('googleseo', 'organicseo')",2.0
"('googleseo', 'checkrank')",2.0
"('expertseo', 'insight')",2.0
"('googlecheck', 'checktraffic')",2.0
"('checkrank', 'organicseo')",2.0
"('hoopla', 'primeday')",2.0
"('wwdc2018', 'sirishortcuts')",2.0
"('domainauthority', 'keyword')",2.0
"('domainauthority', 'googlerank')",2.0
"('firetvcube', 'primeday')",2.0
"('cube', 'primeday')",2.0
"('spygate', 'immigration')",2.0
"('rosenstein', 'immigration')",2.0
"('e3', 'bethesdae3')",2.0
"('e32018', 'bethesda')",2.0
"('scotus', 'immigration')",2.0
"('bethesda', 'skyrimveryspecialedition')",2.0
"('worldcup2018', 'itscominghome')",2.0
"('threelions', 'itscominghome')",2.0
"('alexa', 'halloween')",1.0
"('alexa', 'techtuesday')",1.0
"('alexa', 'echoshow')",1.0
"('alexa', 'raspberrypi')",1.0
"('alexa', 'healthit')",1.0
"('alexa', 'np')",1.0
"('alexa', 'electronics')",1.0
"('alexa', 'paranoia')",1.0
"('alexa', 'phone')",1.0
"('alexa', 'fantasy')",1.0
"('alexa', 'leaked')",1.0
"('alexa', 'smallbusiness')",1.0
"('alexa', 'digitalassistants')",1.0
"('alexa', 'ces2017')",1.0
"('alexa', 'sales')",1.0
"('alexa', 'stock')",1.0
"('alexa', 'podcasts')",1.0
"('alexa', 'retail')",1.0
"('alexa', 'code')",1.0
"('alexa', 'smartphone')",1.0
"('alexa', 'fail')",1.0
"('alexa', 'free')",1.0
"('alexa', 'development')",1.0
"('alexa', 'happy')",1.0
"('alexa', 'hilarious')",1.0
"('alexa', 'latest')",1.0
"('alexa', 'arrialexa')",1.0
"('alexa', 'allnew')",1.0
"('alexa', 'firetablet')",1.0
"('alexa', 'hard')",1.0
"('alexa', 'learning')",1.0
"('alexa', 'events')",1.0
"('alexa', 'bbc')",1.0
"('alexa', 'portable')",1.0
"('alexa', 'date')",1.0
"('alexa', 'black')",1.0
"('alexa', 'available')",1.0
"('alexa', 'big')",1.0
"('alexa', 'london')",1.0
"('alexa', 'voicerecognition')",1.0
"('alexa', 'computers')",1.0
"('alexa', '80s')",1.0
"('alexa', 'light')",1.0
"('alexa', 'cinematography')",1.0
"('alexa', 'features')",1.0
"('alexa', 'cock')",1.0
"('alexa', 'drupal')",1.0
"('alexa', 'southpark')",1.0
"('alexa', 'roku')",1.0
"('alexa', 'logitech')",1.0
"('alexa', 'lights')",1.0
"('alexa', 'winners')",1.0
"('alexa', 'queen')",1.0
"('alexa', 'smallbiz')",1.0
"('alexa', 'family')",1.0
"('alexa', 'lenovo')",1.0
"('alexa', 'woman')",1.0
"('alexa', 'listening')",1.0
"('alexa', 'question')",1.0
"('alexa', 'xboxone')",1.0
"('alexa', 'text')",1.0
"('alexa', 'mobileapps')",1.0
"('alexa', 'eavesdropping')",1.0
"('alexa', 'cognitive')",1.0
"('alexa', 'energy')",1.0
"('alexa', 'teams')",1.0
"('alexa', 'lake')",1.0
"('alexa', 'shade')",1.0
"('alexa', 'alexafail')",1.0
"('alexa', 'customerservice')",1.0
"('alexa', 'mindblown')",1.0
"('alexa', 'texas')",1.0
"('alexa', 'solo')",1.0
"('alexa', 'monetization')",1.0
"('alexa', 'heyalexa')",1.0
"('alexa', 'mother')",1.0
"('alexa', 'dolphinattack')",1.0
"('alexa', 'influencers')",1.0
"('alexa', 'furby')",1.0
"('alexa', 'siemens')",1.0
"('alexa', 'alexaforbusiness')",1.0
"('alexa', 'send')",1.0
"('alexa', 'xbox')",1.0
"('alexa', 'pc')",1.0
"('alexa', 'invoke')",1.0
"('alexa', 'b2b')",1.0
"('alexa', 'googleplay')",1.0
"('alexa', 'entrepreneurs')",1.0
"('alexa', 'ps4')",1.0
"('alexa', 'plug')",1.0
"('alexa', 'sweeps')",1.0
"('alexa', 'porn')",1.0
"('alexa', 'wearable')",1.0
"('alexa', 'smartwatch')",1.0
"('alexa', 'avalon')",1.0
"('alexa', 'masterchief')",1.0
"('alexa', 'infowars')",1.0
"('alexa', 'alien')",1.0
"('alexa', 'alexafrancesofficial')",1.0
"('alexa', 'ashes')",1.0
"('alexa', 'financial')",1.0
"('alexa', 'friday')",1.0
"('alexa', 'guide')",1.0
"('alexa', 'catholic')",1.0
"('alexa', 'satire')",1.0
"('alexa', 'social')",1.0
"('alexa', 'heygoogoo')",1.0
"('alexa', '2001aspaceodyssey')",1.0
"('alexa', 'cnn')",1.0
"('alexa', 'googleranking')",1.0
"('alexa', 'newyear2018')",1.0
"('alexa', 'purchase')",1.0
"('alexa', 'voicestrategy')",1.0
"('alexa', 'windowsphone')",1.0
"('alexa', 'patriots')",1.0
"('alexa', 'dynamics365')",1.0
"('alexa', 'compatible')",1.0
"('alexa', 'dvr')",1.0
"('alexa', 'cosplay')",1.0
"('alexa', 'johnson')",1.0
"('alexa', 'roman')",1.0
"('alexa', 'selfie')",1.0
"('alexa', 'guccigang')",1.0
"('alexa', 'promocode')",1.0
"('alexa', 'mwc18')",1.0
"('alexa', 'case')",1.0
"('alexa', 'blackhistory')",1.0
"('alexa', 'today')",1.0
"('alexa', 'olympics')",1.0
"('alexa', 'winterolympics')",1.0
"('alexa', 'adt')",1.0
"('alexa', 'vcommerce')",1.0
"('alexa', 'msftadvocate')",1.0
"('alexa', 'macbookpro')",1.0
"('alexa', 'makeupartist')",1.0
"('alexa', 'maps')",1.0
"('alexa', 'israel')",1.0
"('alexa', 'rankchecker')",1.0
"('alexa', 'robinhood')",1.0
"('alexa', 'fashiontech')",1.0
"('alexa', 'googleposition')",1.0
"('alexa', 'chief')",1.0
"('alexa', 'googleseo')",1.0
"('alexa', 'checktraffic')",1.0
"('alexa', 'deepmusic')",1.0
"('alexa', 'insight')",1.0
"('alexa', 'facetime')",1.0
"('alexa', 'sirifail')",1.0
"('alexa', 'chromebook')",1.0
"('alexa', 'windowsinsiders')",1.0
"('alexa', 'tradewar')",1.0
"('alexa', 'bloodpressure')",1.0
"('alexa', 'webpage')",1.0
"('alexa', 'syria')",1.0
"('alexa', 'halo')",1.0
"('alexa', 'anna')",1.0
"('alexa', 'responses')",1.0
"('alexa', 'kenya')",1.0
"('alexa', 'igreport')",1.0
"('alexa', 'strokeawarenessmonth')",1.0
"('alexa', 'autismawareness')",1.0
"('alexa', 'voiceactor')",1.0
"('alexa', 'wwdc')",1.0
"('alexa', 'aogdevs')",1.0
"('alexa', 'lilpump')",1.0
"('alexa', 'primeday2018')",1.0
"('alexa', 'tags')",1.0
"('alexa', 'iphone8')",1.0
"('ai', 'halloween')",1.0
"('ai', 'kids')",1.0
"('ai', 'depression')",1.0
"('ai', 'health')",1.0
"('ai', 'cdo')",1.0
"('ai', 'storage')",1.0
"('ai', 'web')",1.0
"('ai', 'winning')",1.0
"('ai', 'bible')",1.0
"('ai', 'periscope')",1.0
"('ai', 'cambridge')",1.0
"('ai', 'smartspeaker')",1.0
"('ai', 'meetings')",1.0
"('ai', 'music')",1.0
"('ai', 'virtualreality')",1.0
"('ai', 'ux')",1.0
"('ai', 'development')",1.0
"('ai', 'monitoring')",1.0
"('ai', 'connected')",1.0
"('ai', 'analytics')",1.0
"('ai', 'netflix')",1.0
"('ai', 'pikachu')",1.0
