Id,Label,timeset,no_tweets,no_mentions
153413,kaifel30,,0,57
153486,rockontherise,,7,20
153567,scsatcmu,,2,19
154115,thubhyd,,0,17
154292,alleyco,,3,16
154293,knightfdn,,0,17
154294,sinabahram,,4,17
154492,katherineefoley,,0,29
154493,zhoyoyo,,0,28
154498,panda_security,,0,21
154584,embassysprings,,0,53
155091,valeriajannetti,,0,22
155181,paguro_bernardo,,0,16
155194,linus2k,,0,56
155240,ggv84,,0,441
155288,enzocasamento,,0,196
155316,valeriafedeli,,0,26
155345,mormattia,,0,156
155520,borionistef,,0,235
156023,trmppncemkesens,,499,144
156024,aedison,,0,145
156051,htnos,,0,63
156564,shekitup,,0,17
156658,amazonenlucha,,2,66
156659,gmbunionamazon,,1,22
156748,nikhilchawla,,3,18
157364,kimjongunique,,0,106
157462,acheinine,,3,17
157463,aurelienpradie,,0,18
157464,arjpascal,,0,18
157465,ephilippepm,,0,18
157566,coribush,,0,19
157758,sniperdedroite,,0,27
158252,fombat2,,0,69
158623,timesofindia,,1,44
158637,toiindianabroad,,0,39
158900,mikesutcliff,,0,16
159045,skillsoft,,0,16
159183,mesumerjo_arg,,3,17
159184,mimisanz08,,4,18
159185,mesumerjomex,,4,18
159186,alejandrosanz,,0,19
159443,philippedefran3,,1,22
159809,andriacheng,,0,16
159927,tcabarrus,,0,29
160194,msa_kmh,,1,22
160195,agnezmo,,0,23
160406,angelcosta78,,0,16
160573,russoauthor,,0,19
160645,jormataccone,,0,22
